May	noun	elementary	
maybe	adv.	elementary	
mayonnaise	noun	high-intermediate	
mayor	noun	intermediate	
me	pron.	elementary	
meadow	noun	intermediate	
meal	noun	elementary	
mean	adj.	intermediate	吝嗇的;低劣的
mean 	verb	elementary	意指
meaning	noun	elementary	
meaningful	adj.	intermediate	
means	noun	elementary	
meantime	noun	intermediate	
meanwhile	adv.	intermediate	
measurable	adj.	intermediate	
measure	noun/verb	elementary	
measurement	noun	high-intermediate	
meat	noun	elementary	
mechanic	noun	elementary	
mechanical	adj.	intermediate	
mechanics	noun	high-intermediate	
mechanism	noun	high-intermediate	
medal	noun	intermediate	
media	noun	high-intermediate	
mediate	verb	high-intermediate	
medical	adj.	intermediate	
medication	noun	high-intermediate	
medicine	noun	elementary	
medieval	adj.	high-intermediate	
meditate	verb	high-intermediate	
meditation	noun	high-intermediate	
medium	noun/adj.	elementary	mediums/media (plural form)
meet	verb	elementary	
meeting	noun	elementary	
melancholy	noun/adj.	high-intermediate	
mellow	adj./verb	high-intermediate	
melody	noun	intermediate	
melon	noun	elementary	
melt	verb	intermediate	
member	noun	elementary	
membership	noun	intermediate	
memorable	adj.	intermediate	
memorandum	noun	intermediate	
memorial	noun/adj.	intermediate	
memorize	verb	intermediate	
memory	noun	elementary	
menace	noun/verb	high-intermediate	
mend	verb	intermediate	
mental	adj.	intermediate	
mentality	noun	high-intermediate	
mention	verb/noun	intermediate	
menu	noun	elementary	
merchandise	noun/verb	high-intermediate	
merchant	noun	intermediate	
mercury	noun	high-intermediate	
mercy	noun	intermediate	
mere	adj.	intermediate	
merely	adv.	high-intermediate	
merge	verb	high-intermediate	
merger	noun	high-intermediate	
merit	noun	intermediate	
mermaid	noun	high-intermediate	
merry	adj.	intermediate	
mess	noun/verb	intermediate	
message	noun	elementary	
messenger	noun	intermediate	
messy	adj.	intermediate	
metal	noun	elementary	
metallic	adj.	high-intermediate	
metaphor	noun	high-intermediate	
meter	verb	intermediate	
meter 	noun	elementary	= metre (British English)= m
method	noun	elementary	
metric	adj.	high-intermediate	
metro	noun	intermediate	= Metro
metropolitan	adj./noun	high-intermediate	
microphone	noun	intermediate	= mike
microscope	noun	intermediate	
microwave	noun/verb	elementary	
midday	noun	intermediate	
middle	adj./noun	elementary	
middle-aged	adj.	high-intermediate	
midnight	noun/adj.	elementary	
midst	noun/prep.	high-intermediate	
might	noun	intermediate	力氣
might 	aux.	elementary	大概,可能
mighty	adj.	intermediate	
migrant	noun	high-intermediate	
migrate	verb	high-intermediate	
migration	noun	high-intermediate	
mild	adj.	intermediate	
mile	noun	elementary	
mileage	noun	high-intermediate	
milestone	noun	high-intermediate	
militant	adj./noun	high-intermediate	
military	adj./noun	elementary	
militia	noun	high-intermediate	
milk	noun	elementary	
milkshake	noun	intermediate	
mill	noun/verb	intermediate	
miller	noun	high-intermediate	
millimeter	noun	high-intermediate	= millimetre (British English), mm
million	number/pron./noun	elementary	
millionaire	noun	high-intermediate	
mimic	verb/noun	high-intermediate	
mind	noun/verb	elementary	
mine	noun	intermediate	礦,礦坑
mine 	pron.	elementary	我的
miner	noun	intermediate	
mineral	noun/adj.	intermediate	
mingle	verb	high-intermediate	
miniature	adj./noun	high-intermediate	
minimal	adj.	high-intermediate	
minimize	verb	high-intermediate	
minimum	adj./noun	intermediate	= min.
mining	noun	high-intermediate	
minister	noun	intermediate	
ministerial	adj.	high-intermediate	
ministry	noun	intermediate	
minor	adj.	elementary	
minor	noun	elementary	
minor	verb	elementary	
minority	noun	intermediate	
mint	noun/verb/adj.	high-intermediate	鑄造
mint	noun	high-intermediate	薄荷
minus	pron./conj./adj./noun	elementary	
minute	adj.	intermediate	極細微的 (P)
minute	noun	elementary	分 (P)；= min.
miracle	noun	intermediate	
miraculous	adj.	high-intermediate	
mirror	noun	elementary	
miscarriage	noun	high-intermediate	
mischief	noun	intermediate	
mischievous	adj.	high-intermediate	
miser	noun	high-intermediate	
miserable	adj.	intermediate	
misery	noun	intermediate	
misfortune	noun	intermediate	
mislead	verb	intermediate	
misleading	adj.	intermediate	
miss	verb	elementary	
Miss	noun	elementary	
missile	noun	intermediate	
missing	adj.	elementary	
mission	noun	intermediate	
missionary	noun/adj.	high-intermediate	
mist	noun/verb	intermediate	
mistake	noun/verb	elementary	
mistaken	adj.	high-intermediate	
mister	noun	intermediate	
mistress	noun	intermediate	
misunderstand	verb	intermediate	
mix	verb/noun	elementary	
mixed	adj.	high-intermediate	
mixture	noun	intermediate	
moan	verb/noun	high-intermediate	
mob	noun/verb	intermediate	
mobile	adj.	intermediate	
mobilize	verb	high-intermediate	= mobilise (British English)
mock	verb/adj./noun	high-intermediate	
mode	noun	high-intermediate	
model	noun/verb	elementary	
moderate	adj.	intermediate	
modern	adj.	elementary	
modernization	noun	high-intermediate	
modernize	verb	high-intermediate	
modest	adj.	intermediate	
modesty	noun	intermediate	
modify	verb	high-intermediate	
moist	adj.	intermediate	
moisture	noun	intermediate	
mold	noun/verb	high-intermediate	= mould (British English)
molecule	noun	high-intermediate	
moment	noun	elementary	
momentum	noun	high-intermediate	
monarch	noun	high-intermediate	
monarchy	noun	high-intermediate	
Monday	noun	elementary	= Mon.
monetary	adj.	high-intermediate	
money	noun	elementary	
monitor	verb/noun	intermediate	
monk	noun	intermediate	
monkey	noun	elementary	
monopoly	noun	high-intermediate	
monotonous	adj.	high-intermediate	
monotony	noun	high-intermediate	
monster	noun	elementary	
monstrous	adj.	high-intermediate	
month	noun	elementary	
monthly	adj./adv./noun	elementary	
monument	noun	intermediate	
mood	noun	intermediate	
moody	adj.	high-intermediate	
moon	noun	elementary	
moonlight	noun	intermediate	
moor	noun	high-intermediate	
moor	verb	high-intermediate	
mop	noun/verb	elementary	
moral	adj./noun	intermediate	
morale	noun	high-intermediate	
morality	noun	high-intermediate	
more	adv./pron./adj.	elementary	
moreover	adv.	intermediate	
morning	noun	elementary	
mortal	noun	high-intermediate	
mortal	adj.	high-intermediate	
mortar	noun	high-intermediate	
mortar	verb	high-intermediate	
mortgage	noun/verb	intermediate	
mosque	noun	high-intermediate	
mosquito	noun	elementary	
moss	noun	high-intermediate	
most	adv./pron./adj.	elementary	
mostly	adv.	intermediate	
motel	noun	intermediate	
moth	noun	intermediate	
mother	noun/verb	elementary	= mommy= mom= momma= mamma
motherhood	noun	high-intermediate	
Mother's Day	noun	elementary	
motion	noun/verb	elementary	
motivate	verb	intermediate	
motivation	noun	intermediate	
motive	noun/adj.	high-intermediate	
motor	noun	intermediate	
motorcycle	noun	elementary	= motorbike (British English)
motorist	noun	high-intermediate	
motorway	noun	high-intermediate	
motto	noun	high-intermediate	
mound	noun	high-intermediate	
mount	verb/noun	high-intermediate	
mountain	noun	elementary	
mountainous	adj.	intermediate	
mounted	adj.	high-intermediate	
mourn	verb	high-intermediate	
mournful	adj.	high-intermediate	
mouse	noun	elementary	
moustache	noun	intermediate	= mustache
mouth	noun	elementary	
mouthpiece	noun	high-intermediate	
movable	adj.	intermediate	
move	verb/noun	elementary	
movement	noun	elementary	
movie	noun	elementary	= film= cinema= picture
moving	adj.	high-intermediate	
mow	verb	intermediate	
mower	noun	high-intermediate	
Mr.	noun	elementary	= Mr
Mrs.	noun	elementary	= Mrs
MRT	noun	elementary	= mass rapid transit= subway= underground= metro
Ms.	noun	elementary	=Ms
MTV	noun	elementary	
much	pron./adv./adj.	elementary	
mud	noun	elementary	
muddy	adj.	intermediate	
mug	noun/verb	intermediate	
mule	noun	high-intermediate	
multinational	adj./noun	high-intermediate	
multiple	adj.	intermediate	
multiply	verb	intermediate	
multitude	noun	high-intermediate	
mumble	verb/noun	high-intermediate	
municipal	adj.	high-intermediate	
murder	noun/verb	intermediate	
murderer	noun	intermediate	
murmur	verb/noun	intermediate	
muscle	noun	intermediate	
muscular	adj.	high-intermediate	
muse	verb/noun	high-intermediate	
museum	noun	elementary	
mushroom	noun/verb	intermediate	
music	noun	elementary	
musical	adj./noun	intermediate	
musician	noun	elementary	
must	aux.	elementary	
mustache	noun	high-intermediate	
mustard	noun	high-intermediate	
mute	adj./verb/noun/adv.	high-intermediate	
mutter	verb/noun	high-intermediate	
mutton	noun	high-intermediate	
mutual	adj.	intermediate	
my	determiner	elementary	
myself	pron.	elementary	
mysterious	adj.	intermediate	
mystery	noun	intermediate	
myth	noun	high-intermediate	
mythology	noun	high-intermediate	
nadir	noun	high-intermediate	
nag	verb/noun	high-intermediate	
nail	noun/verb	elementary	
naive	adj.	high-intermediate	
naked	adj.	intermediate	
name	noun/verb	elementary	
namely	adv.	intermediate	
nanny	noun	high-intermediate	
nap	noun/verb	intermediate	
napkin	noun	elementary	
narrate	verb	high-intermediate	
narrative	noun/adj.	high-intermediate	
narrator	noun	high-intermediate	
narrow	adj./verb	elementary	
nasty	adj.	intermediate	
nation	noun	elementary	
national	adj.	elementary	
nationalism	noun	high-intermediate	
nationalist	adj./noun	high-intermediate	
nationality	noun	intermediate	
nationwide	adj./adv.	high-intermediate	
native	adj./noun	intermediate	
natural	adj.	elementary	
naturalist	noun	intermediate	
naturally	adv.	intermediate	
nature	noun	elementary	
naughty	adj.	elementary	
naval	adj.	intermediate	
navel	noun	high-intermediate	
navigate	verb	high-intermediate	
navigation	noun	high-intermediate	
navy	noun	intermediate	
near	prep./adj./adv./verb	elementary	
nearby	adj./adv.	intermediate	
nearly	adv.	elementary	
nearsighted	adj.	high-intermediate	= short-sighted (American English)
neat	adj.	intermediate	
necessarily	adv.	intermediate	
necessary	adj.	elementary	
necessitate	verb	high-intermediate	
necessity	noun	intermediate	
neck	noun	elementary	
necklace	noun	elementary	
necktie	noun	high-intermediate	
need	verb/noun/aux.	elementary	
needle	noun/verb	elementary	
needy	adj.	intermediate	
negative	adj./noun	elementary	
neglect	verb	intermediate	
negligible	adj.	high-intermediate	
negotiate	verb	intermediate	
negotiation	noun	intermediate	
negotiator	adj.	high-intermediate	
neighbor	noun/verb	elementary	= neighbour (British English)
neighborhood	noun	intermediate	
neighboring	adj.	high-intermediate	= neighbouring (British English)
neither	adv./pron./adj./conj.	elementary	
neon	noun	high-intermediate	
nephew	noun	elementary	
nerve	noun/verb	intermediate	
nervous	adj.	elementary	
nest	noun/verb	elementary	
net	adj./noun/verb	intermediate	
network	noun/verb	intermediate	
neutral	adj./noun	high-intermediate	
never	adv.	elementary	
nevertheless	adv.	intermediate	
new	adj.	elementary	
New Year's Day	noun	elementary	
New Year's Eve	noun	elementary	
New York	noun	elementary	
newcomer	noun	intermediate	
newly	adv.	high-intermediate	
newlywed	noun	high-intermediate	
news	noun	elementary	
newscast	noun	high-intermediate	
newscaster	noun	intermediate	
newspaper	noun	elementary	
newsreel	noun	high-intermediate	
next	adj./adv.	elementary	
nibble	verb/noun	high-intermediate	
nice	adj.	elementary	
nick	verb/noun	high-intermediate	
nickel	noun/verb	high-intermediate	
nickname	noun/verb	intermediate	
niece	noun	elementary	
night	noun	elementary	
nightclub	noun	high-intermediate	
nightingale	noun	high-intermediate	
nightmare	noun	intermediate	
nil	noun	high-intermediate	
nine	number/pron./noun/adj.	elementary	
nineteen	number/pron./noun/adj.	elementary	
ninety	number/pron./noun/adj.	elementary	
nitrogen	noun	high-intermediate	
no	adv./adj./noun	elementary	= nope
noble	adj./noun	intermediate	
nobody	pron./noun	elementary	
nod	verb/noun	elementary	
noise	noun	elementary	
noisy	adj.	elementary	
nominal	adj.	high-intermediate	
nominate	verb	high-intermediate	
nomination	noun	high-intermediate	
nominee	noun	high-intermediate	
none	pron./adv.	elementary	
nonetheless	adv.	intermediate	
nonsense	noun	intermediate	
non-stop	adj./adv.	intermediate	
non-violent	adj.	high-intermediate	
noodle	noun	elementary	
noon	noun	elementary	
nor	conj.	elementary	
norm	noun	high-intermediate	
normal	adj.	intermediate	
normally	adv.	intermediate	
north	noun/adj./adv.	elementary	
north-east	noun/adv./adj.	intermediate	
northern	adj.	elementary	
north-west	noun/adv./adj.	intermediate	
nose	noun	elementary	
nostril	noun	high-intermediate	
not	adv.	elementary	
notable	adj./noun	high-intermediate	
notably	adv.	high-intermediate	
notation	noun	high-intermediate	
note	noun/verb	elementary	
notebook	noun	elementary	
noted	adj.	high-intermediate	
nothing	pron./noun	elementary	
notice	noun/verb	elementary	
noticeable	adj.	high-intermediate	
notify	verb	high-intermediate	
notion	noun	high-intermediate	
notorious	adj.	high-intermediate	
notwithstanding	prep./adv.	high-intermediate	
noun	noun	intermediate	
nourish	verb	intermediate	
novel	noun	elementary	
novel	adj.	elementary	
novelist	noun	intermediate	
novelty	noun	high-intermediate	
November	noun	elementary	= Nov.
novice	noun	high-intermediate	
now	adv./noun/pron.	elementary	
nowadays	adv.	intermediate	
nowhere	adv.	intermediate	
nuclear	adj.	intermediate	
nucleus	noun	high-intermediate	
nude	adj./noun	high-intermediate	
nuisance	noun	high-intermediate	
number	noun/verb	elementary	
numerical	adj.	high-intermediate	
numerous	adj.	intermediate	
nun	noun	intermediate	
nurse	noun/verb	elementary	
nursery	noun	intermediate	
nursing	noun/adj.	intermediate	
nurture	verb/noun	high-intermediate	
nut	noun	intermediate	
nutrient	noun	intermediate	
nutrition	noun	intermediate	
nutritious	adj.	high-intermediate	
nylon	noun	intermediate	
oak	noun	intermediate	
oar	noun	high-intermediate	
oasis	noun	high-intermediate	
oath	noun	high-intermediate	
oatmeal	noun	high-intermediate	
obedience	noun	high-intermediate	
obedient	adj.	intermediate	
obey	verb	elementary	
obituary	noun	high-intermediate	
object	noun	elementary	物體, 對象 (P)
object	verb	elementary	抗議, 反對 (P)
objection	noun	intermediate	
objective	noun/adj.	intermediate	
obligate	verb	high-intermediate	
obligation	noun	high-intermediate	
obligatory	adj.	high-intermediate	
oblige	verb	high-intermediate	
oblong	adj./noun	high-intermediate	
obscene	adj.	high-intermediate	
obscure	adj./verb	high-intermediate	
observation	noun	intermediate	
observe	verb	intermediate	
observer	noun	high-intermediate	
obsess	verb	high-intermediate	
obsession	noun	high-intermediate	
obstacle	noun	intermediate	
obstinate	adj.	high-intermediate	
obtain	verb	intermediate	
obvious	adj.	intermediate	
obviously	adv.	intermediate	
occasion	noun	intermediate	
occasional	adj.	intermediate	
occupation	noun	intermediate	
occupy	verb	intermediate	
occur	verb	elementary	
occurrence	noun	high-intermediate	
ocean	noun	elementary	
o'clock	adv.	elementary	
October	noun	elementary	= Oct.
octopus	noun	high-intermediate	
odd	adj.	intermediate	
odds	noun	high-intermediate	
odor	noun	high-intermediate	= odour (British English)
of	prep.	elementary	
off	adv./prep./adj.	elementary	
offend	verb	intermediate	
offense	noun	intermediate	= offence (British English)
offensive	adj./noun	intermediate	
offer	verb/noun	elementary	
offering	noun	high-intermediate	
office	noun	elementary	
officer	noun	elementary	
official	noun/adj.	elementary	
offset	verb/noun/adj.	high-intermediate	
offshore	adj./adv.	high-intermediate	
offspring	noun	high-intermediate	
often	adv.	elementary	
oh	interj.	intermediate	
oil	noun/verb	elementary	
OK	adj./adv./noun/verb	elementary	= O.K.= ok= o.k.
old	adj.	elementary	
old-fashioned	adj.	high-intermediate	
olive	noun/adj.	high-intermediate	
Olympic	adj.	intermediate	
omit	verb	elementary	
on	prep./adv.	elementary	
once	adv./conj./pron.	elementary	
one	number/pron./noun/adj.	elementary	
oneself	pron.	intermediate	
one-sided	adj.	intermediate	
one-time	adj.	high-intermediate	= onetime
ongoing	adj.	high-intermediate	
onion	noun	elementary	
only	adv./adj./conj.	elementary	
onto	perp.	intermediate	
opaque	adj.	high-intermediate	
open	verb/adj.	elementary	
opener	noun	intermediate	
opening	noun/adj.	intermediate	
openly	adv.	high-intermediate	
opera	noun	intermediate	
operate	verb	elementary	
operation	noun	elementary	
operational	adj.	high-intermediate	
operative	adj./noun	high-intermediate	
operator	noun	intermediate	
opinion	noun	elementary	
opponent	noun	intermediate	
opportunity	noun	elementary	
oppose	verb	intermediate	
opposed	adj.	high-intermediate	
opposite	adj./noun/adv.	intermediate	
opposition	noun	intermediate	
oppress	verb	high-intermediate	
oppression	noun	high-intermediate	
opt	verb	high-intermediate	
optical	adj.	high-intermediate	
optimism	noun	high-intermediate	
optimistic	adj.	high-intermediate	
optimum	adj.	high-intermediate	= optimal
option	noun	intermediate	
optional	adj.	high-intermediate	
or	conj.	elementary	
oral	adj./noun	intermediate	
orange	noun/adj.	elementary	
orbit	noun/verb	intermediate	
orchard	noun	high-intermediate	
orchestra	noun	intermediate	
ordeal	noun	high-intermediate	
order	noun	elementary	順序
order	verb	elementary	命令,訂購
orderly	adj./noun	intermediate	
ordinary	adj.	elementary	
ore	noun	high-intermediate	
organ	noun	intermediate	
organic	adj.	intermediate	
organism	noun	high-intermediate	
organization	noun	elementary	= organisation (British English)
organize	verb	elementary	= organise (British English)
organized	adj.	high-intermediate	= organised (British English)
orient	verb	high-intermediate	= orientate
Orient	noun	high-intermediate	= East
oriental	adj.	high-intermediate	= eastern
Oriental	noun	high-intermediate	
orientation	noun	high-intermediate	
oriented	adj.	high-intermediate	
origin	noun	intermediate	
original	adj./noun	intermediate	
originality	noun	high-intermediate	
originally	adv.	high-intermediate	
originate	verb	high-intermediate	
ornament	noun/verb	high-intermediate	
orphan	noun	intermediate	
orphanage	noun	intermediate	
orthodox	adj.	high-intermediate	
ostrich	noun	high-intermediate	
other	adj./pron.	elementary	
otherwise	adv.	intermediate	
ought	aux.	intermediate	
ounce	noun	intermediate	= oz.
our	determiner	elementary	
ours	pron.	elementary	
ourselves	pron.	intermediate	
oust	verb	high-intermediate	
out	adv./adj./prep.	elementary	
outbreak	noun	high-intermediate	
outcome	noun	intermediate	
outdo	verb	high-intermediate	
outdoor	adj.	intermediate	
outdoors	adv.	intermediate	
outer	adj.	intermediate	
outfit	noun/verb	high-intermediate	
outgoing	adj.	high-intermediate	
outing	noun	high-intermediate	
outlaw	verb/noun	high-intermediate	
outlet	noun	high-intermediate	
outline	verb/noun	intermediate	
outlook	noun	high-intermediate	
outnumber	verb	high-intermediate	
output	noun	intermediate	
outrage	verb/noun	high-intermediate	
outrageous	adj.	high-intermediate	
outright	adj./adv.	high-intermediate	
outset	noun	high-intermediate	
outside	prep./adv./adj./noun	elementary	
outsider	noun	high-intermediate	
outskirts	noun	high-intermediate	
outstanding	adj.	intermediate	
outward 	adj./adv.	intermediate	
oval	adj./noun	intermediate	
oven	noun	elementary	
over	prep./adv./adj.	elementary	
overall	adj./adv./noun	intermediate	
overcoat	noun	intermediate	
overcome	verb	intermediate	
overdo	verb	high-intermediate	
overeat	verb	high-intermediate	
overflow	verb/noun	intermediate	
overhead 	adj./adv.	intermediate	
overhear	verb	high-intermediate	
overlap	verb/noun	high-intermediate	
overlook	verb	intermediate	
overnight	adv./adj.	intermediate	
overpass	noun	elementary	
overseas	adj./adv.	elementary	
oversee	verb	high-intermediate	
oversleep	verb	high-intermediate	
overt	adj.	high-intermediate	
overtake	verb	intermediate	
overthrow	verb/noun	intermediate	
overturn	verb	high-intermediate	
over-weight	adj.	intermediate	
overwhelm	verb	high-intermediate	
overwhelming	adj.	high-intermediate	
overwork	verb/noun	high-intermediate	
owe	verb	intermediate	
owl	noun	intermediate	
own	pron./verb/adj.	elementary	
owner	noun	elementary	
ownership	noun	intermediate	
ox	noun	elementary	
oxide	noun	high-intermediate	
oxygen	noun	intermediate	
oyster	noun	high-intermediate	
ozone	noun	high-intermediate	
P.M.	adv.	elementary	= p.m.= PM
pace	noun/verb	intermediate	
Pacific	noun/adj.	intermediate	
pack	verb/noun	elementary	
package	noun	elementary	
packaging	noun	high-intermediate	
packed	adj.	high-intermediate	
packet	noun	intermediate	
packing	noun	high-intermediate	
pact	noun	high-intermediate	
pad	noun/verb	intermediate	
paddle	noun/verb	high-intermediate	
pagan	adj./noun	high-intermediate	
page	noun	elementary	= p.
paid	adj.	high-intermediate	
pail	noun	high-intermediate	
pain	noun	elementary	
painful	adj.	elementary	
paint	verb/noun	elementary	
painter	noun	elementary	
painting	noun	elementary	
pair	noun	elementary	
pajamas	noun	elementary	= pyjamas (British English)
pal	noun	intermediate	
palace	noun	intermediate	
pale	adj.	elementary	
palm	noun/verb	intermediate	
pamphlet	noun	high-intermediate	
pan	noun	elementary	
pancake	noun	intermediate	
panda	noun	elementary	
pane	noun	high-intermediate	
panel	noun	intermediate	
panic	noun/verb	intermediate	
pants	noun	elementary	= trousers (British English)
papa	noun	intermediate	= father
papaya	noun	elementary	
paper	noun	elementary	
paperback	noun	high-intermediate	
par	noun	high-intermediate	
parachute	noun/verb	intermediate	
parade	noun/verb	intermediate	
paradise	noun	intermediate	
paradox	noun	high-intermediate	
paragraph	noun	intermediate	
parallel 	adj./noun/verb	intermediate	
paralysis	noun	high-intermediate	
paralyze	verb	high-intermediate	= paralyse (British English)
parameter	noun	high-intermediate	
parcel	noun/verb	intermediate	
pardon	noun/verb	elementary	
parent	noun	elementary	
Paris	noun	elementary	
parish	noun	high-intermediate	
park 	noun	elementary	公園
park 	verb	elementary	停車
parking	noun	intermediate	
parliament	noun	intermediate	
parliamentary	adj.	high-intermediate	
parlor	noun	high-intermediate	= parlour
parrot	noun	elementary	
parsley	noun	high-intermediate	
part	verb	intermediate	分開,分離
part 	noun	elementary	部分
partial	adj.	intermediate	
partially	adv.	high-intermediate	
participant	noun	intermediate	
participate	verb	intermediate	
participation	noun	high-intermediate	
participle	noun	intermediate	
particle	noun	high-intermediate	
particular	adj.	elementary	
particularly	adv.	intermediate	
partition	noun/verb	high-intermediate	
partly	adv.	high-intermediate	
partner	noun	elementary	
partnership	noun	intermediate	
part-time	adj./adv.	high-intermediate	
party	noun	elementary	
pass	verb/noun	elementary	
passage	noun	intermediate	
passenger	noun	elementary	
passing	adj./noun	high-intermediate	
passion	noun	intermediate	
passionate	adj.	high-intermediate	
passive	adj.	intermediate	
passport	noun	intermediate	
password	noun	high-intermediate	
past 	prep./adv.	elementary	經過,超過
past 	noun/adj.	elementary	過往,以前的
pasta	noun	intermediate	
paste	noun/verb	elementary	
pastime	noun	high-intermediate	
pastry	noun	high-intermediate	
pasture	noun/verb	high-intermediate	
pat	verb/noun	intermediate	
patch	noun/verb	high-intermediate	
patent	noun/verb/adj.	high-intermediate	
path	noun	elementary	
pathetic	adj.	high-intermediate	
patience	noun	intermediate	
patient 	adj.	elementary	耐心的
patient 	noun	elementary	病患
patriot	noun	high-intermediate	
patriotic	adj.	intermediate	
patrol	verb/noun	high-intermediate	
patron	noun	high-intermediate	
patronage	noun	high-intermediate	
pattern	noun	elementary	
pause	verb/noun	elementary	
pave	verb	intermediate	
pavement	noun	high-intermediate	
paw	noun/verb	intermediate	
pay	verb/noun	elementary	
payment	noun	intermediate	
PDA	noun	high-intermediate	= personal digital assistant
PE	noun	elementary	= physical education
pea	noun	intermediate	
peace	noun	elementary	
peaceful	adj.	elementary	
peacekeeping	noun	high-intermediate	
peach	noun	elementary	
peacock	noun	high-intermediate	
peak	noun/adj./verb	intermediate	
peanut	noun	intermediate	
pear	noun	elementary	
pearl	noun/adj.	intermediate	
peasant	noun	intermediate	
pebble	noun	intermediate	
peck	verb/noun	high-intermediate	
peculiar	adj.	intermediate	
pedal	noun/verb	intermediate	
peddle	verb	high-intermediate	
peddler	noun	high-intermediate	
pedestrian	noun/adj.	high-intermediate	
peek	verb/noun	high-intermediate	
peel	noun/verb	intermediate	
peep	verb/noun	intermediate	
peer	verb/noun	intermediate	
peg	noun/verb	high-intermediate	
pen	noun	elementary	
penalty	noun	intermediate	
pencil	noun	elementary	
pending	adj./prep.	high-intermediate	
pendulum	noun	high-intermediate	
penetrate	verb	high-intermediate	
penguin	noun	intermediate	
peninsula	noun	high-intermediate	
penis	noun	high-intermediate	
penny	noun	intermediate	
pension	noun/verb	high-intermediate	
pensioner	noun	high-intermediate	
people	noun	elementary	
pepper	noun	elementary	
per	prep.	intermediate	
perceive	verb	high-intermediate	
percent	noun	intermediate	= per cent
percentage	noun	intermediate	
perception	noun	high-intermediate	
perch	verb/noun	high-intermediate	
perennial	adj./noun	high-intermediate	
perfect	verb	high-intermediate	(P)
perfect 	adj.	elementary	完美
perfection	noun	intermediate	
perfectly	adv.	intermediate	
perform	verb	intermediate	
performance	noun	intermediate	
performer	noun	intermediate	
perfume	noun/verb	intermediate	
perhaps	adv.	elementary	
peril	noun/verb	high-intermediate	
period	noun	elementary	
periodic	adj.	high-intermediate	
periodical	noun/adj.	high-intermediate	
perish	verb	high-intermediate	
permanent	adj./noun	intermediate	
permeate	verb	high-intermediate	
permissible	adj.	high-intermediate	
permission	noun	intermediate	
permit	verb/noun	intermediate	
perpetual	adj.	high-intermediate	
perplex	verb	high-intermediate	
perseverance	noun	high-intermediate	
persevere	verb	high-intermediate	
persist	verb	intermediate	
persistence	noun	high-intermediate	
persistent	adj.	high-intermediate	
person	noun	elementary	
personal	adj.	elementary	
personality	noun	intermediate	
personnel	noun	high-intermediate	
perspective	noun	high-intermediate	
persuade	verb	intermediate	
persuasion	noun	intermediate	
persuasive	adj.	intermediate	
pertain	verb	high-intermediate	
pertinent	adj.	high-intermediate	
pessimism	noun	high-intermediate	
pessimistic	adj.	intermediate	
pest	noun	intermediate	
pesticide	noun	high-intermediate	
pet	noun	elementary	
petal	noun	intermediate	
petition	noun/verb	high-intermediate	
petrol	noun	intermediate	= gas, gasoline (American English)
petroleum	noun	high-intermediate	
petty	adj.	high-intermediate	
pharmaceutical	adj./noun	high-intermediate	
pharmacist	noun	high-intermediate	
pharmacology	noun	high-intermediate	
pharmacy	noun	high-intermediate	
phase	noun/verb	high-intermediate	
phenomenon	noun	intermediate	phenomena (plural form)
Philippines	noun	elementary	
philosopher	noun	intermediate	
philosophical	adj.	intermediate	
philosophy	noun	intermediate	
phone	noun/verb	elementary	= telephone
photo	noun	elementary	= photograph
photograph	noun	elementary	= photo
photographer	noun	elementary	
photographic	adj.	intermediate	
photography	noun	intermediate	
phrase	noun/verb	intermediate	
physical	adj./noun	intermediate	
physician	noun	intermediate	
physicist	noun	intermediate	
physics	noun	elementary	
physiological	adj.	high-intermediate	
physiology	noun	high-intermediate	
pianist	noun	intermediate	
piano	noun	elementary	
pick	verb	elementary	
pickle	noun/verb	high-intermediate	
pickpocket	noun	high-intermediate	
pick-up	noun	high-intermediate	
picnic	noun/verb	elementary	
picture	noun/verb	elementary	
picturesque	adj.	high-intermediate	
pie	noun	elementary	
piece	noun	elementary	
pier	noun	high-intermediate	
pierce	verb	high-intermediate	
piercing	adj.	high-intermediate	
piety	noun	high-intermediate	
pig	noun	elementary	
pigeon	noun	elementary	
pile	verb/noun	elementary	
pilgrim	noun	intermediate	
pill	noun	intermediate	
pillar	noun	high-intermediate	
pillow	noun	elementary	
pilot	noun/verb	intermediate	
pimple	noun	high-intermediate	
pin	noun/verb	elementary	
pinch	verb/noun	high-intermediate	
pine	noun	intermediate	松樹
pine	verb	intermediate	渴望
pineapple	noun	elementary	
ping-pong	noun	intermediate	= table tennis
pink 	adj./noun	elementary	粉紅的,粉紅色
pint	noun	intermediate	
pioneer	noun/verb	intermediate	
pious	adj.	high-intermediate	
pipe	noun	elementary	
pipeline	noun	high-intermediate	
pirate	noun/verb/adj.	intermediate	
piss	verb/noun	high-intermediate	
pistol	noun	high-intermediate	
pit	noun/verb	intermediate	
pitch	noun/verb	intermediate	
pitcher	noun	high-intermediate	
pity	noun/verb	intermediate	
pizza	noun	elementary	
place	noun/verb	elementary	
plague	noun/verb	high-intermediate	
plain 	noun	elementary	草原
plain 	adj./adv.	elementary	素色的,平實的,樸素的
plan	noun/verb	elementary	
plane	noun	elementary	
planet	noun	elementary	
plant 	verb	elementary	種植
plant 	noun	elementary	植物
plantation	noun	high-intermediate	
plaster	noun/verb	high-intermediate	
plastic	noun/adj.	intermediate	
plate	noun	elementary	
plateau	noun	high-intermediate	
platform	noun	elementary	
plausible	adj.	high-intermediate	
